stop_id,stop_name,location_type,wheelchair_boarding
1923,Victoria/Lancaster,0,1
1924,Victoria/Lancaster,0,1
1925,Bridge/Eastbridge,0,1
1926,Eastbridge/Cabot,0,2
1927,Eastbridge/Bonavista,0,2
1928,Eastbridge/Bluenose Park,0,2
1929,Eastbridge/New Bedford,0,2
1930,Victoria/Kitchener Rail Station,0,1
1931,University Ave./Lexington,0,1
1932,Lackner/Keewatin,0,1
1933,Lackner/Keewatin,0,1
1934,King/Union,0,1
1935,Victoria/Frederick,0,1
1936,Victoria/River,0,1
1937,Victoria/River,0,1
1938,Grand/Cedar,0,1
1939,Ottawa/Weber,0,1
1940,Ottawa/Franklin,0,1
1941,Bridge/Bridle,0,2
1942,Bridge/Woolwich,0,2
1943,Lancaster/Bridge,0,1
1944,Lancaster/General,0,1
1945,Lancaster/Lang,0,2
1946,Bridgeport Rd./Lancaster,0,1
1947,Bridgeport Rd./Mackie,0,1
1948,Bridgeport Rd./Lang,0,1
1949,Bridgeport Rd./Goldbeck,0,1
1950,Bridgeport Rd./Bluevale,0,1
1951,Bridgeport Rd./Margaret,0,2
1952,Bridgeport Rd./Ellis,0,2
1953,Ottawa/Franklin,0,1
1954,Bridgeport Rd./Weber,0,1
1955,Bridgeport Rd./Devitt,0,1
1956,Bridgeport Rd./Peppler,0,2
1957,King/Bridgeport Rd.,0,1
1958,Belmont/Union,0,1
1959,King/William,0,1
1960,Willis Way Station,0,1
1961,Erb/Father David Bauer,0,1
1962,Erb/Barrel Yards,0,1
1963,Erb/Avondale,0,1
1964,Erb/Roslin,0,1
1965,Erb/Dietz,0,1
1966,Erb/Westmount,0,1
1967,Erb/Mcdougall,0,1
1968,Erb/Mulberry,0,1
1969,Erb/Amos,0,1
1970,Erb/Culpepper,0,1
1971,Erb/Churchill,0,1
1972,Fischer-Hallman/Erb,0,1
1973,Block Line/Strasburg,0,1
1974,Keats Way/Sandford Fleming,0,1
1975,Keats Way/Brynhurst,0,2
1976,Keats Way/Leighland,0,2
1977,Keats Way/Beechwood,0,1
1978,Keats Way/Erbsville,0,1
1979,Erbsville/Path To Erbsville Ct.,0,2
1980,Erbsville/Brandenburg,0,1
1981,Erbsville/Chablis,0,2
1982,Queen/Woodside,0,1
1983,Erb/Erbsville Ct.,0,1
1984,Erb/Gateview,0,2
1985,Gateview/Westvale,0,2
1986,Westvale/Heather Hill,0,2
1987,Victoria/Edna,0,1
1988,Westvale/Edenvalley,0,2
1990,Old Zeller/Zeller,0,1
1991,Old Zeller/Path To Pebblecreek Ct.,0,1
1992,Fischer-Hallman/Thorndale,0,1
1993,Zeller/Pebblecreek,0,1
1994,Erb/Fischer-Hallman,0,1
1995,Erb/Roosevelt,0,1
1996,Erb/Culpepper,0,1
1997,Erb/Amos,0,1
1998,Erb/Mcdougall,0,1
1999,Erb/Westmount,0,1
2000,Erb/Dietz,0,2
2001,Erb/Roslin,0,1
2002,Erb/Avondale,0,1
2003,Erb/Euclid,0,1
2004,Erb/Father David Bauer,0,1
2006,Erb/Hughes,0,1
2007,Erb/Willow,0,1
2008,Zeller/Fairway,0,1
2009,Erb/Devitt,0,2
2010,Erb/Weber,0,1
2011,Erb/Ellis,0,2
2012,Erb/Cardinal,0,1
2013,Erb/Terrystone,0,1
2014,Bridgeport Rd./Leander,0,2
2015,Bridgeport Rd./Mackie,0,2
2016,Strasburg/Huron,0,2
2017,Oldfield/Edenbridge,0,2
2018,Zeller/Susan,0,2
2019,Zeller/Wild Meadow,0,2
2020,Lancaster/Bridgeport Rd.,0,1
2021,Lancaster/General,0,2
2022,Bridge/Woolwich,0,2
2023,Bridge/Bridle,0,1
2024,Block Line/Fallowfield,0,1
2025,Block Line/St Marys High School,0,1
2026,Block Line Station,0,1
2027,Hayward/Courtland,0,2
2028,Fairway/Pebblecreek,0,1
2029,Fairway/Chicopee Hills,0,1
2030,Fairway/Chicopee Hills,0,1
2031,Fairway/Upper Mercer,0,1
2032,Zeller/Fairway,0,1
2033,Zeller/Watervale,0,2
2034,Old Zeller/Eden Oak,0,2
2035,University Ave./Lexington,0,1
2036,Old Zeller/Zeller,0,1
2037,Zeller/Bridgemill,0,1
2038,Eastbridge/Bluenose Park,0,2
2039,Eastbridge/Windjammer,0,2
2040,Eastbridge/Mayflower,0,2
2041,Eastbridge/Bridge,0,2
2042,Zeller/Janet,0,2
2043,Zeller/Lackner,0,2
2045,Robert Ferrie/Tilts Trail,0,2
2046,Doon South/Robert Ferrie,0,2
2047,Doon South/Thomas Slee,0,2
2048,Thomas Slee/Path To Watermill,0,2
2049,Thomas Slee/Frontier,0,1
2050,Thomas Slee/Robert Ferrie,0,1
2051,Robert Ferrie/Blair Creek,0,2
2052,Homer Watson/Pioneer,0,1
2053,Homer Watson/Pioneer,0,1
2054,Courtland/Manitou,0,1
2055,Manitou/Bleams,0,1
2056,Oldfield/Edenbridge,0,2
2057,Westmount/Block Line,0,1
2058,Bleams/Washburn,0,2
2059,Bleams/Trillium,0,2
2060,Bleams/Colony,0,2
2061,Bleams/Strasburg,0,1
2062,Bleams/Colony,0,2
2063,Bleams/Thistledown,0,2
2064,Bleams/Path To Marlis,0,2
2065,Westmount/Fischer-Hallman,0,1
2066,Westmount/Block Line,0,1
2067,Frobisher/Davenport,0,2
2076,Activa/Grey Fox,0,2
2085,Lennox Lewis/The Family Centre,0,2
2086,Block Line/Kingswood,0,1
2087,Block Line/Country Hill,0,1
2088,Northfield/Wissler,0,1
2089,King/Northfield,0,1
2090,King/Northland,0,1
2091,Farmers Market Rd./St Jacobs Market,0,1
2092,King/Henry,0,2
2093,King/Cedar,0,1
2094,King/Front,0,2
2095,King/Wyman,0,2
2105,Bleams/Strasburg,0,1
2106,Franklin/Winston,0,1
2107,Franklin/Winston,0,1
2108,Elgin/Avenue,0,1
2109,Elgin/Winter,0,2
2110,Elgin/Galt Ave.,0,1
2113,Franklin/Clyde,0,2
2114,470 Franklin Blvd.,0,1
2115,Courtland/Hayward,0,1
2125,Main/Harris,0,1
2127,Crombie/Grand,0,1
2128,Middleton/Francis,0,1
2129,First/Caen,0,2
2134,Woodside/Victoria,0,1
2136,Woodside/Cedar,0,2
2139,Hillcrest/Churchill,0,1
2140,Hillcrest/Highland,0,2
2141,Salisbury/Southgate,0,2
2142,Salisbury/Murray,0,2
2143,Kent/Salisbury,0,1
2144,Kent/Hardcastle,0,1
2145,Kent/Sim,0,2
2146,Kent/Cedar,0,2
2155,First/Caen,0,2
2156,Middleton/Francis,0,2
2157,Crombie/Grand,0,1
2158,Grand/Cedar,0,1
2159,Ainslie/Veterans,0,1
2165,Elgin/Dundas,0,1
2166,Elgin/Linnwood,0,2
2167,Elgin/Manchester,0,2
2168,Elgin/Marion,0,2
2169,Alison/Elgin,0,2
2170,Alison/Radford,0,1
2171,Alison/Lauris,0,2
2172,Alison/Hilltop,0,2
2173,Hilltop/Franklin,0,1
2174,Franklin/Green Gate,0,1
2175,Franklin/Dundas,0,1
2176,Dundas/South Cambridge Centre,0,1
2181,Champlain/Brierdale,0,1
2182,Champlain/Christopher,0,1
2183,Christopher/Foster,0,2
2184,Christopher/Ballantyne,0,2
2185,Christopher/Elliott,0,2
2189,George/Hobson,0,1
2190,George/James,0,1
2191,Sunset/Saxony,0,2
2192,Sunset/Bismark,0,2
2197,Blair/Kenmore,0,1
2198,Blair/Sherwood,0,2
2199,Blair/Grant,0,2
2200,Blair/James,0,2
2206,Hillcrest/Churchill,0,2
2207,Churchill/Westgate,0,1
2208,Churchill/Forest,0,1
2209,Churchill/Barrie,0,1
2210,Churchill/Lansdowne,0,1
2211,St Andrews/Grand,0,1
2218,Franklin/Path To Elliott,0,2
2219,Franklin/Morning Calm,0,2
2222,Lisbon Pines/Champlain,0,2
2223,Lisbon Pines/Santa Maria,0,2
2224,Lisbon Pines/Myers,0,2
2229,Myers/Clover,0,2
2230,Myers/Elgin,0,1
2231,Myers/Greenbrier,0,1
2249,Cedar/Westgate Centre,0,1
2250,Southwood/Cedar,0,1
2254,Grand Ridge/Mark,0,2
2255,Grand Ridge/St Andrews,0,2
2256,Grand Ridge/Stirling Macgregor,0,2
2257,Grand Ridge/Oak Hill,0,2
2267,Cedar/Westgate Centre,0,1
2269,Christopher/Elliott,0,2
2270,Christopher/South,0,2
2274,Mckay/Glenview,0,1
2275,Glenview/Mcdonald,0,1
2276,Mcdonald/Dorset,0,1
2280,Myers/Woodland,0,2
2287,Myers/Monsignor Doyle Catholic Secondary School,0,1
2288,Myers/Greenbrier,0,1
2289,Myers/Cheese Factory,0,1
2290,Cedar/Southgate,0,1
2293,Champlain/Franklin,0,1
2294,Champlain/Elgin,0,1
2295,Elgin/Woolley,0,1
2296,Courtland/Walton,0,1
2297,Elgin/Elliott,0,1
2298,Elgin/Main,0,2
2301,Main/Lowrey,0,1
2302,Main/Cathay,0,2
2303,Main/Arthur White,0,2
2304,Main/Spruce,0,2
2305,Rittenhouse/Erinbrook,0,1
2306,Rittenhouse/Path To Rittenhouse Park,0,1
2307,Rittenhouse/Erinbrook,0,1
2308,Conestoga College Blvd./Homer Watson,0,1
2309,Stirling/Highland,0,1
2310,Cherry Blossom/Barnes,0,2
2311,Stirling/Highland,0,1
2312,Cherry Blossom/Fountain,0,2
2313,Bishop/Mary,0,1
2316,Loblaws Distribution Centre,0,2
2317,Maple Grove/Fountain (West Side),0,1
2318,Maple Grove/Cherry Blossom,0,1
2319,Weber/Queen,0,1
2320,Queen/Kitchener Central Library,0,1
2321,Glenmorris/Second,0,1
2322,Glenmorris/Third,0,1
2323,West River/Culham,0,1
2324,Grand Ridge/West River,0,1
2325,Grand Ridge/Inverness,0,2
2326,Grand Ridge/Stirling Macgregor,0,2
2327,Bishop/Mary,0,1
2328,Erinbrook/Rittenhouse,0,1
2329,Rittenhouse/Path To Erinbrook Park,0,1
2330,Rittenhouse/Erinbrook,0,2
2331,Rittenhouse/Goundry,0,1
2332,Rittenhouse/Brookfield,0,2
2333,Victoria/Frederick,0,1
2334,Highland/Path To Charles Best,0,1
2335,Victoria/Forfar,0,1
2336,Victoria/Natchez,0,1
2337,Victoria/Path To Rothsay,0,1
2338,Highland/Path To Charles Best,0,2
2339,Lackner/Victoria,0,1
2340,Blair/Bismark,0,2
2341,Blair/Clearview,0,1
2342,Blair/Leslie,0,1
2343,Blair/Princess,0,1
2344,Natchez/Halifax,0,1
2345,Natchez/Matthew,0,1
2346,Natchez/Rothsay,0,2
2348,Victoria/Forfar,0,1
2349,Block Line Station,0,1
2350,Frederick/Turner,0,1
2351,Block Line Station,0,1
2352,Victoria/Edna,0,1
2353,Weber/Swallow,0,2
2354,40 Benjamin Rd.,0,2
2355,Weber/Swallow,0,2
2356,Weber/Randall,0,2
2357,Weber/Golden Eagle,0,2
2358,Queen/Kitchener Central Library,0,1
2359,Weber/Scott,0,1
2360,Dundas/Gore,0,1
2361,Krug/Samuel,0,2
2364,Parkside/Waterloo Corporate Campus - North,0,1
2365,Parkside/Waterloo Corporate Campus - South,0,1
2366,Krug/Becker,0,1
2367,Highland/Queen,0,1
2368,Highland/Queens,0,1
2369,Krug/Cambridge Ave.,0,1
2370,Krug/Eton,0,1
2371,Krug/Sherwood,0,1
2372,Krug/River,0,1
2373,Lorraine/Birkshire,0,1
2374,Grand Ridge/St Andrews,0,2
2375,Grand Ridge/Byton,0,2
2376,Grand Ridge/Wedgewood,0,2
2377,Grand Ridge/White Oak,0,2
2378,Grand Ridge/Cedar,0,2
2379,Old Chicopee/Ottawa,0,1
2380,Holborn/Old Chicopee,0,1
2381,Holborn/Stanley Park Mall,0,1
2384,Ottawa/Old Chicopee,0,1
2385,Trillium/Beasley,0,2
2386,Beasley/Homer Watson,0,1
2387,Homer Watson/Bleams,0,2
2389,Confederation/Lorraine,0,1
2390,Grand Ridge/Cedar,0,2
2391,Grand Ridge/Harwood,0,2
2392,Grand Ridge/Wedgewood,0,2
2393,Eagle/King,0,1
2394,Lorraine/Birkshire,0,1
2395,Krug/River,0,1
2396,Krug/Sherwood,0,1
2398,Homer Watson/Bleams,0,2
2399,Beasley/Homer Watson,0,2
2400,Krug/Becker,0,1
2402,Highland/Stirling,0,1
2405,Krug/Samuel,0,1
2406,Highland/Heiman,0,1
2407,Krug/Lancaster,0,1
2408,Weber/Scott,0,1
2410,Benton/St George,0,1
2413,Wellington/Ahrens,0,1
2414,Wellington/Margaret,0,1
2415,Wellington/St Leger,0,1
2416,Wellington/Major,0,1
2417,Lancaster/Louisa,0,1
2418,Lancaster/Hill,0,1
2419,Lancaster/Guelph,0,1
2420,Lancaster/Arnold,0,1
2421,Lancaster/Ash,0,1
2422,Lancaster/Union,0,1
2423,Lancaster/Hamel,0,1
2424,Lancaster/Bridge,0,1
2425,Bridge/Tyson,0,2
2426,Bridge/Bloomingdale,0,1
2427,Bridge/Schweitzer,0,1
2428,Bridge/Tagge,0,1
2429,Stanley/Schueller,0,1
2430,Stanley/Tagge,0,1
2431,Stanley/Schweitzer,0,2
2432,Schweitzer/Nelson,0,2
2433,Schweitzer/Daniel,0,2
2434,Daniel/Bloomingdale,0,1
2435,Bloomingdale/Nelson,0,1
2436,Bloomingdale/Stanley,0,1
2437,Bloomingdale/Prince,0,1
2438,Bloomingdale/Horning,0,2
2439,Bridge/Tyson,0,1
2440,Lancaster/Hamel,0,1
2441,Lancaster/Union,0,2
2442,Lancaster/Ash,0,1
2443,Lancaster/Arnold,0,1
2444,Lancaster/Guelph,0,1
2445,Lancaster/Hill,0,1
2446,Lancaster/Louisa,0,1
2447,Wellington/Major,0,1
2448,Wellington/St Leger,0,1
2449,Wellington/Margaret,0,1
2450,Wellington/Ahrens,0,2
2455,551 Parkside Dr.,0,1
2456,Weber/Parkside,0,1
2457,King/Water,0,1
2458,King/Young,0,1
2460,Weber/Parkside,0,2
2462,Weber/Wellington,0,1
2463,Weber/Wilhelm,0,1
2464,Weber/Guelph,0,1
2465,Weber/Raitar,0,1
2466,Weber/Roger,0,1
2468,Union/Ellis,0,2
2469,Union/Margaret,0,2
2471,Margaret/Breithaupt Centre,0,1
2472,Margaret/Guelph,0,1
2479,Morrison/Grand River Blvd.,0,1
2482,Dundas/Chalmers,0,1
2483,Dundas/Elgin,0,1
2484,Dundas/Monroe,0,1
2485,Dundas/Main,0,2
2486,Dundas/Franklin,0,2
2489,Wesley/Maple Bush,0,1
2490,Wesley/Fitzgerald,0,1
2491,Margaret/Breithaupt Centre,0,1
2492,Union/Margaret,0,2
2493,Union/Ellis,0,2
2494,Weber/Roger,0,1
2495,Weber/Raitar,0,1
2496,Weber/Guelph,0,1
2497,Wilson/Balfour,0,2
2498,Weber/Wilhelm,0,1
2499,Weber/Wellington,0,1
2504,King/Path To Bauer,0,1
2505,King/Manulife,0,1
2506,Wilson/Traynor,0,2
2507,King/Blue Springs,0,1
2508,King/Weber,0,1
2509,King/Columbia,0,1
2511,Columbia/Holly,0,1
2512,Columbia/Hazel,0,1
2513,Columbia/Albert,0,1
2514,Columbia/Lester,0,1
2515,Ring Rd./U.W. - South Campus Hall,0,1
2516,Ring Rd./U.W. - Environment 3,0,1
2518,Ring Rd./U.W. - University Club,0,1
2519,Ring Rd./U.W. - B. C. Matthews Hall,0,1
2520,Columbia/U.W. - Optometry,0,1
2522,Columbia/Lester,0,1
2523,Columbia/Albert,0,1
2524,Columbia/Hazel,0,1
2525,Columbia/Holly,0,1
2526,Columbia/King,0,1
2530,Ring Rd./U.W. - Quantum Nano Centre,0,1
2531,Columbia/University Of Waterloo,0,1
2532,King/Hickory,0,1
2533,King/University Ave. (South Side),0,1
2534,Weber/Union,0,1
2535,King/Central,0,1
2536,Allen Station,0,1
2537,Weber/Union,0,1
2538,King/Union,0,1
2539,Victoria/Kitchener Rail Station,0,1
2540,Grand River Hospital Station,0,1
2541,Victoria/Duke,0,1
2542,King/Kitchener-Waterloo Collegiate,0,1
2543,King/Agnes,0,1
2544,King/Wellington,0,1
2545,Hollinger/Howard,0,2
2546,Hollinger/Path To Daniel,0,2
2547,Hollinger/Bridge,0,2
2561,Frederick Station (King/Benton),0,1
2562,King/Queen,0,1
2563,Weber/East,0,1
2564,King/Kitchener Market,0,1
2565,King/Cameron,0,1
2566,Weber/Ottawa,0,1
2567,King/Stirling,0,1
2568,King/Borden,0,1
2569,King/Ottawa,0,1
2570,King/Sydney,0,1
2571,King/Rockway Centre,0,1
2572,King/Rockway Gardens,0,1
2573,First/Eckert,0,1
2574,Parkside/Northfield,0,1
2575,Fourth/Kingsway,0,1
2576,Fourth/Connaught,0,1
2577,Connaught/Sixth,0,1
2578,Connaught/Franklin,0,1
2579,Queen Station (Charles/Benton),0,1
2580,Connaught/Woodhaven,0,1
2581,Traynor/Connaught,0,1
2582,Greenfield/Traynor,0,1
2583,Greenfield/Kingsway,0,1
2584,Greenfield/Kingsway,0,1
2585,Greenfield/Traynor,0,1
2586,Traynor/Connaught,0,1
2587,Connaught/Woodhaven,0,1
2589,Connaught/Franklin,0,1
2590,Connaught/Fourth,0,1
2594,Wilson/Traynor,0,1
2595,Wilson/Balfour,0,1
2603,Fourth/Kingsway,0,1
2605,First/Eckert,0,2
2606,Eckert/Dixon,0,2
2607,Blair/Park Hill,0,2
2610,Weber/Wilfred,0,1
2611,Weber/Dellroy,0,1
2612,Weber/Franklin,0,1
2613,Weber/Arlington,0,1
2614,Weber/Fergus,0,1
2615,Weber/Jackson,0,2
2616,Weber/Sheldon,0,2
2617,Weber/Sheldon,0,2
2618,Weber/Jackson,0,2
2619,163 Thaler Ave.,0,1
2621,King/Fairway,0,1
2622,King/Morgan,0,1
2623,Weber/Highway 8,0,1
2624,Franklin/Prospect,0,1
2625,Franklin/Shuh,0,1
2626,Franklin/Trafalgar,0,1
2627,Franklin/Kenneth,0,1
2628,Franklin/Dalewood,0,2
2629,Franklin/Bradley,0,1
2630,Franklin/Dreger,0,1
2633,Ottawa/Nottingham,0,1
2635,Ottawa/Weber,0,1
2636,Weber/Borden,0,1
2641,Grand Ridge/West River,0,2
2642,West River/Culham,0,2
2643,Glenmorris/Third,0,2
2644,Glenmorris/First,0,1
2647,55 Pinebush Rd.,0,2
2648,30 Pinebush Rd.,0,1
2649,Weber/Stirling,0,1
2650,Eagle/Concession,0,2
2651,Weber/Cameron,0,1
2652,Franklin/Timber Creek,0,1
2653,Weber/Cedar,0,1
2654,Margaret/Centre In The Square,0,1
2655,Franklin/Millcreek,0,1
2656,Margaret/Victoria,0,1
2657,Margaret/Wellington,0,1
2658,Margaret/Wilhelm,0,1
2659,Margaret/Guelph,0,1
2660,Union/Weber,0,1
2661,Weber/Bristol,0,1
2663,Weber/Allen,0,1
2664,Weber/Royal,0,2
2665,Weber/Lincoln,0,1
2666,Weber/Mackay,0,1
2667,Weber/Marshall,0,1
2668,Weber/Noecker,0,1
2669,Highland/Path To Burnaby,0,1
2670,University Ave./Weber,0,1
2671,University Ave./Regina,0,1
2672,Highland/Path To Burnaby,0,2
2673,University Ave./Hemlock,0,1
2674,University Ave./Sunview,0,1
2675,University Ave./Phillip,0,1
2676,University Ave./University Of Waterloo,0,1
2677,University Ave./Ring Rd.,0,1
2678,Westmount/University Ave.,0,1
2679,Westmount/Westcourt,0,1
2680,Westmount/Erb,0,1
2681,Westmount/Lourdes,0,1
2682,Westmount/Dietz,0,2
2683,Westmount/William,0,2
2684,Stirling/Homer Watson,0,1
2685,Westmount/John,0,1
2689,Belmont/Union,0,1
2691,Stirling/Homer Watson,0,1
2692,545 Belmont Ave. W.,0,1
2693,Belmont/Path To Marina,0,1
2694,Belmont/Gage,0,1
2695,Belmont/Karn,0,1
2696,Belmont/Victoria,0,1
2697,Belmont/Edgewood,0,1
2698,Belmont/Metzloff,0,1
2699,Belmont/Highland,0,1
2701,Highland/Patricia,0,1
2702,Highland/West,0,1
2704,Ottawa/International,0,1
2705,Queen/Schneider,0,1
2706,Queen/Courtland,0,1
2713,Benton/Church,0,1
2714,Benton/Courtland,0,1
2715,Courtland/Peter,0,1
2716,Courtland/Madison,0,1
2718,Courtland/Palmer,0,1
2719,Courtland/Kent,0,1
2721,Courtland/Grenville,0,1
2722,Courtland/Sydney,0,1
2724,Courtland/Carwood,0,1
2725,Courtland/Overland,0,1
2730,Vanier/Vanier Park,0,1
2731,Vanier/Siebert,0,1
2732,Traynor/Vanier,0,1
2733,Traynor/Belwood,0,1
2734,Traynor/Balfour,0,1
2736,Traynor/Balfour,0,1
2737,Traynor/Belwood,0,1
2738,Traynor/Vanier,0,1
2740,Vanier/Siebert,0,1
2745,Courtland/Carwood,0,1
2746,Courtland/Sydney,0,1
2748,Courtland/Borden,0,1
2749,Courtland/Palmer,0,1
2750,Courtland/Stirling,0,1
2751,Courtland/Madison,0,1
2752,Courtland/Peter,0,1
2753,Courtland/Benton,0,1
2754,Queen/Courtland,0,1
2755,Queen/Homewood,0,1
2757,Highland/West,0,1
2758,Highland/Patricia,0,1
2759,Belmont/Highland,0,1
2760,Belmont/Metzloff,0,1
2761,Belmont/Jack,0,1
2762,Belmont/Victoria,0,1
2763,Belmont/Karn,0,1
2764,Belmont/Gage,0,1
2765,564 Belmont Ave. W.,0,1
2766,Belmont/Glasgow,0,1
2767,Belmont/Claremont,0,1
2772,Westmount/John,0,1
2773,Westmount/William,0,2
2774,Westmount/Alexandra,0,2
2775,Westmount/Lourdes,0,1
2777,50 Westmount Rd. N.,0,1
2778,Westmount/Father David Bauer,0,1
2779,Westmount/University Ave.,0,1
2780,University Ave./Ring Rd.,0,1
2783,University Ave./Hemlock,0,1
2785,University Ave./King,0,1
2786,University Ave./Regina,0,1
2787,University Ave./Weber,0,1
2788,University Ave./Conestoga College - Waterloo,0,1
2789,Eagle/William,0,1
2790,Eagle/Path To Westminster,0,1
2791,Eagle/Providence,0,1
2792,Eagle/Industrial,0,1
2793,Lincoln/Mayfield,0,1
2794,Lincoln/Bluevale,0,1
2795,Lincoln/University Ave.,0,1
2800,Lee/Dunvegan,0,1
2801,Lee/Dansbury,0,1
2803,Lexington/Dunvegan,0,1
2804,Lexington/Davenport,0,1
2805,Davenport/Foxhunt,0,1
2806,Davenport/Path To Anndale,0,1
2807,Davenport/Kidsability Centre,0,1
2808,Davenport/Kingscourt,0,1
2809,Kraus/Conestogo,0,2
2810,Kraus/Northfield,0,1
2811,Davenport/Old Abbey,0,1
2812,Davenport/Conestoga Mall,0,1
2813,Davenport/Kingscourt,0,1
2814,Davenport/Kidsability Centre,0,1
2815,Davenport/Path To Redfox,0,1
2817,Lexington/Davenport,0,1
2819,Lexington/Lee,0,1
2821,Lee/Dunvegan,0,1
2825,Greenbrook/Stonybrook,0,2
2826,Lincoln/Bluevale,0,1
2827,Lincoln/Mayfield,0,2
2828,Greenbrook/Graystone,0,2
2829,Highland/Ruby,0,1
2830,Highland/Ruby,0,1
2832,University Ave./Conestoga College - Waterloo,0,1
2833,Weber/Marshall,0,1
2834,Weber/Noecker,0,1
2835,Weber/Lincoln,0,1
2836,Weber/Allen,0,1
2838,Margaret/Wilhelm,0,1
2839,Margaret/Wellington,0,1
2840,Margaret/Victoria,0,1
2841,Margaret/Centre In The Square,0,1
2843,Weber/Cedar,0,1
2844,Weber/Madison,0,1
2845,Weber/Fairview,0,1
2847,Weber/Borden,0,1
2851,Ottawa/Nottingham,0,1
2853,Franklin/Ottawa,0,1
2854,Franklin/Penrose,0,1
2855,Franklin/Bradley,0,1
2856,Franklin/Dalewood,0,1
2857,Franklin/Kenneth,0,1
2858,Franklin/Trafalgar,0,1
2859,Franklin/Shuh,0,1
2860,Franklin/Prospect,0,2
2861,Weber/Kinzie,0,1
2862,King/Kingsbury,0,1
2863,Strasburg/Strasburg Transit Garage,0,1
2864,Chandler/Bonfield,0,1
2865,Elmsdale/Chandler,0,1
2866,Elmsdale/Ottawa,0,1
2867,Ottawa/Howland,0,1
2868,Ottawa/Path To Chandler,0,1
2881,Block Line/Laurentian,0,1
2884,Strasburg/Block Line,0,1
2885,Block Line/Strasburg,0,1
2888,Block Line/Laurentian,0,1
2898,Ottawa/Pinedale,0,1
2899,Coronation/Oliver,0,2
2900,Coronation/Goldie,0,2
2901,Ottawa/Howland,0,1
2902,Elmsdale/Ottawa,0,1
2903,Elmsdale/Chandler,0,1
2904,Chandler/Bonfield,0,1
2905,Strasburg/Strasburg Transit Garage,0,1
2906,Ottawa/Strasburg,0,1
2907,Ottawa/Alpine,0,1
2908,Ottawa/Imperial,0,1
2910,Ottawa/Hoffman,0,1
2911,Mill Station,0,1
2912,Mill/Borden,0,2
2913,Mill/Heiman,0,2
2914,Stirling/Mill,0,1
2915,Stirling/Courtland,0,1
2916,Stirling/Kaufman Park,0,1
2919,Charles/Cameron Heights Collegiate Institute,0,1
2920,Kitchener Market Station,0,1
2922,Ottawa/Midland,0,1
2924,Kitchener Market Station,0,1
2925,Charles/Cameron Heights Collegiate Institute,0,1
2926,Ottawa/Midland,0,2
2927,Stirling/Kaufman Park,0,1
2928,Stirling/Courtland,0,1
2929,Stirling/Mill,0,1
2930,Mill/Heiman,0,2
2931,Mill/Borden,0,1
2932,409 Mill St.,0,1
2933,Mill Station,0,1
2934,Ottawa/Hoffman,0,1
2935,Ottawa/Kehl,0,1
2937,Ottawa/Alpine,0,1
2938,Strasburg/Ottawa,0,1
2939,Strasburg/Barwood,0,1
2940,Strasburg/Selkirk,0,1
2941,Strasburg/Blackhorne,0,1
2942,Rittenhouse/Brookfield,0,2
2943,Rittenhouse/Tuerr,0,1
2944,Rittenhouse/Mccabe,0,1
2952,Tillsley/Westmount,0,1
2953,Max Becker/Fischer-Hallman,0,1
2954,Max Becker/Commonwealth,0,2
2955,Max Becker/Copper Leaf,0,1
2956,Activa/Donnenwerth,0,2
2957,Activa/Periwinkle,0,2
2958,Activa/Henhoeffer,0,2
2959,Activa/Snowdrop,0,1
2960,David Bergey/Activa,0,1
2961,David Bergey/Peach Blossom,0,2
2962,David Bergey/Ottawa,0,2
2963,Ottawa/Path To Watercress,0,1
2965,Wilderness/Pine Martin,0,2
2966,Wilderness/Activa,0,1
2967,Franklin/Weber,0,1
2968,Franklin/Weber,0,1
2969,Fischer-Hallman/Ottawa,0,1
2971,Fischer-Hallman/Mcgarry,0,1
2976,Dundas/Franklin,0,1
2977,Dundas/Main,0,2
2978,Dundas/Monroe,0,2
2979,Dundas/Elgin,0,1
2981,Fischer-Hallman/Queens,0,1
2983,Fischer-Hallman/Mcgarry,0,1
2985,Fischer-Hallman/Ottawa,0,1
2986,Fischer-Hallman/Queens,0,1
2987,Activa/Wilderness,0,1
2988,Wilderness/Mountain Mint,0,2
2989,Wilderness/Grey Fox,0,2
2991,Ottawa/Path To Wake Robin,0,1
2992,David Bergey/Ottawa,0,2
2993,David Bergey/Peach Blossom,0,2
2994,David Bergey/Activa,0,1
2995,Activa/Isaiah,0,2
2996,Activa/Snowdrop,0,1
2997,Activa/Reistview,0,1
2998,Activa/Periwinkle,0,2
2999,Activa/Sweet William,0,1
3000,Max Becker/Copper Leaf,0,1
3001,Max Becker/Commonwealth,0,1
3002,Max Becker/Fischer-Hallman,0,1
3003,Fountain/Shantz Hill,0,1
3004,Block Line/Westmount,0,1
3005,Tillsley/Westmount,0,1
3016,Rittenhouse/Block Line,0,2
3017,Strasburg/Block Line,0,1
3018,Strasburg/Blackhorne,0,1
3019,Strasburg/Selkirk,0,1
3020,Strasburg/Kingswood,0,1
3021,Kingswood/Lucerne,0,2
3028,Country Hill/Block Line,0,1
3029,Country Hill/Cherry Hill,0,1
3035,Old Country/Century Hill,0,1
3036,Old Country/Strasburg,0,2
3037,Old Country/Strasburg,0,1
3038,Old Country/Century Hill,0,1
3043,Country Hill/Cedarhill,0,1
3044,Country Hill/Block Line,0,1
3051,Kingswood/Strasburg,0,2
3052,Alpine/Ottawa,0,1
